model,experiment,file_name,file_path,step,sample_idx,original_size_bytes,num_layers,total_nnz,total_params,sparsity_pct,method,compressed_size_bytes,compression_ratio,space_savings_pct,preprocess_time,compress_time,decompress_time,total_time,compress_speed_mb_s,decompress_speed_mb_s,is_lossless,original_hash,decompressed_hash,indices_orig_bytes,indices_comp_bytes,values_orig_bytes,values_comp_bytes,metadata_orig_bytes,metadata_comp_bytes,error_msg
gemma3-4b,gemma3-4b-iter1,delta_000049.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000049.pt,49,3,363983851,261,36383302,3879944448,99.06227260499169,combined+zstd-9,29207506,12.461996960644294,91.97560388468993,5.101243545301259,4.833133902400732,0.3824072191491723,9.93437744770199,71.82131869198071,907.728810814974,True,2f1bbca872625eef,2386c6bef4f30ceb,291066136,3748150,72766604,25454296,37952,5060,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,zstd-1,96908646,3.603904103664806,72.25231384533508,0,1.1300332499668002,0.5055002924054861,1.1300332499668002,294.7437579436336,658.8922928442156,True,336b644e388ac22d,336b644e388ac22d,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,zstd-3,88673479,3.9386011571734993,74.61027506736325,0,2.4634009655565023,0.5989853572100401,2.4634009655565023,135.20748402452173,556.0574105648426,True,336b644e388ac22d,336b644e388ac22d,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,zstd-9,83984842,4.15848215800656,75.95276444616592,0,9.502736947499216,0.6550816623494029,9.502736947499216,35.04992809299267,508.4408033983731,True,336b644e388ac22d,336b644e388ac22d,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,brotli-6,81592692,4.2804013256481355,76.6377046468048,0,15.0821265084669,1.4835666045546532,15.0821265084669,22.083772239245647,224.50643312805994,True,336b644e388ac22d,336b644e388ac22d,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,gzip-6,96836704,3.6065815189248904,72.27291287462437,0,25.5972678726539,1.3579734340310097,25.5972678726539,13.011945194834567,245.27007550345527,True,336b644e388ac22d,336b644e388ac22d,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,downcast+zstd-3,87958458,3.9706183457649975,74.815005802142,0.623212581500411,1.5657524978742003,0.33429833222180605,2.1889650793746114,212.7221557357736,996.3263785458581,True,336b644e388ac22d,0f35cf4070876c5d,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,downcast+zstd-9,81607831,4.2796072720030995,76.63336992293821,0.400938056409359,6.438401424326003,0.4484219755977392,6.839339480735362,51.73182359180707,742.7607584407408,True,336b644e388ac22d,0f35cf4070876c5d,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,separate+zstd-3,88364690,3.9523645361059945,74.69869009134379,0.3326094504445791,2.246443218551576,0.5859183557331562,2.5790526689961553,148.26559778850034,568.458460871572,True,336b644e388ac22d,960d9de3b6ff97f8,279280992,62963271,69820314,25396167,37375,5252,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,separate+zstd-9,83737048,4.1707879050142775,76.02371487656416,0.20344924367964268,9.584543213248253,0.583668440580368,9.787992456927896,34.750768950166055,570.6497448539196,True,336b644e388ac22d,960d9de3b6ff97f8,279280992,59269235,69820314,24462823,37375,4990,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,delta-enc+zstd-3,30194477,11.5666672087084,91.35446726394002,5.5956087885424495,0.880872618407011,0.38646287098526955,6.4764814069494605,378.11397441187756,861.8428100151632,True,336b644e388ac22d,d87fcc43f967d738,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,delta-enc+zstd-9,28497503,12.255441011796718,91.8403589145635,5.311300104483962,4.396869393996894,0.3469441393390298,9.708169498480856,75.75168076432234,960.0111629814844,True,336b644e388ac22d,d87fcc43f967d738,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000066.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000066.pt,66,4,349249467,257,34910157,3879936512,99.10023896287919,combined+zstd-9,28170811,12.397565231615093,91.93390007378308,5.0993187157437205,4.626915938220918,0.35474336333572865,9.726234653964639,71.98536803859463,938.9048002605053,True,336b644e388ac22d,b758c95fd5d5642a,279280992,3702998,69820314,24462823,37375,4990,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,zstd-1,104618807,3.617176546469317,72.3541279461162,0,1.282595925964415,0.520942909643054,1.282595925964415,281.37771609090663,692.770562061494,True,085644c21833ede1,085644c21833ede1,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,zstd-3,95528866,3.9613648821079903,74.75617546576869,0,2.3256144234910607,0.5791387734934688,2.3256144234910607,155.1821783826135,623.1561912845033,True,085644c21833ede1,085644c21833ede1,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,zstd-9,90498211,4.181571003652216,76.08554299026389,0,10.116410046815872,0.6439610989764333,10.116410046815872,35.674108764399044,560.4281266197667,True,085644c21833ede1,085644c21833ede1,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,brotli-6,87884467,4.305933777808541,76.77623364405434,0,15.288205124437809,1.6311895214021206,15.288205124437809,23.606035461840374,221.24585008684662,True,085644c21833ede1,085644c21833ede1,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,gzip-6,104441091,3.623331500817049,72.40108999757534,0,27.424986614845693,1.5153089379891753,27.424986614845693,13.159310426791953,238.16523698083455,True,085644c21833ede1,085644c21833ede1,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,downcast+zstd-3,94970282,3.9846643289950427,74.90378316880192,0.5884487302973866,1.9554136013612151,0.37858200538903475,2.5438623316586018,184.56142069592892,953.2780406308809,True,085644c21833ede1,f7eae0633abd2819,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,downcast+zstd-9,87601903,4.319822766863866,76.85090213258941,0.46679424587637186,7.139083146117628,0.49735942110419273,7.6058773919939995,50.55185728038898,725.6199380201633,True,085644c21833ede1,f7eae0633abd2819,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,separate+zstd-3,95248207,3.973037466206582,74.83034055163868,0.39739934634417295,2.525384753011167,0.5783885717391968,2.92278409935534,142.9065063789006,623.9644591008631,True,085644c21833ede1,ffbc44a59bdc790b,302619320,67678316,75654894,27564596,37556,5295,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,separate+zstd-9,90264508,4.1923974703324145,76.14729979500942,0.24689331464469433,10.781160729937255,0.6597081674262881,11.02805404458195,33.47449512678483,547.0508478367335,True,085644c21833ede1,ffbc44a59bdc790b,302619320,63738737,75654894,26520811,37556,4960,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,delta-enc+zstd-3,32545548,11.62754103879277,91.3997293437734,6.196360291913152,0.996823257766664,0.4233008623123169,7.193183549679816,362.0440328849616,852.5706995822192,True,085644c21833ede1,dfe6a934ef76afee,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,delta-enc+zstd-9,30614696,12.360883642287352,91.90996348692308,6.158574853092432,4.7817857302725315,0.38713060040026903,10.940360583364964,75.47262313127527,932.2278113438377,True,085644c21833ede1,dfe6a934ef76afee,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000082.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000082.pt,82,5,378424695,258,37827447,3879939072,99.02505048924645,combined+zstd-9,30297606,12.490250714858462,91.99375558722456,5.732042254880071,5.053517442196608,0.3692907653748989,10.785559697076678,71.41439926612765,977.2622176159593,True,085644c21833ede1,b09a01073b478363,302619320,3771835,75654894,26520811,37556,4960,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,zstd-1,100818457,3.6117328695082094,72.31245952760163,0,1.1445019701495767,0.5175132695585489,1.1445019701495767,303.4165110211242,671.018145942053,True,64f1fe824d014106,64f1fe824d014106,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,zstd-3,92189421,3.949795226504351,74.68223179546905,0,2.4372113747522235,0.5827532913535833,2.4372113747522235,142.4828384755472,595.8967538956176,True,64f1fe824d014106,64f1fe824d014106,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,zstd-9,87343037,4.168956650774578,76.01318306310037,0,10.180160679854453,0.6491136262193322,10.180160679854453,34.11152392975316,534.9768986705106,True,64f1fe824d014106,64f1fe824d014106,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,brotli-6,84819696,4.292980901511366,76.70616238595554,0,14.67135801538825,1.5375065803527832,14.67135801538825,23.669301388144046,225.85971278243758,True,64f1fe824d014106,64f1fe824d014106,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,gzip-6,100726148,3.615042789087894,72.33781013551133,0,26.443160384893417,1.409502780996263,26.443160384893417,13.132348387448133,246.3711312397248,True,64f1fe824d014106,64f1fe824d014106,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,downcast+zstd-3,91555959,3.977123269496855,74.85619800448103,0.4859858974814415,1.5887883361428976,0.3582904729992151,2.074774233624339,218.5695770417302,969.2158201492232,True,64f1fe824d014106,82f91eaf0a0b3040,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,downcast+zstd-9,84688862,4.299613035300911,76.74209302582007,0.3729330310598016,6.5077122915536165,0.4538708394393325,6.880645322613418,53.36142396619138,765.1092876302856,True,64f1fe824d014106,82f91eaf0a0b3040,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,separate+zstd-3,91892698,3.962549178825939,74.76372014905088,0.3098386712372303,2.221594604663551,0.5685589835047722,2.531433275900781,156.31150431794384,610.7735603770874,True,64f1fe824d014106,0a85d4628b73b4c1,291183864,65359064,72796032,26528371,37530,5263,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,separate+zstd-9,87101539,4.18051551304966,76.07950510221869,0.23684391006827354,10.136364250443876,0.6144883949309587,10.37320816051215,34.258910400184234,565.121811093933,True,64f1fe824d014106,0a85d4628b73b4c1,291183864,61561598,72796032,25534920,37530,5021,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,delta-enc+zstd-3,31413060,11.591654394700802,91.37310373524286,5.90878954064101,0.9317430630326271,0.4224086292088032,6.840532603673637,372.7001664056685,822.0968290586956,True,64f1fe824d014106,8bca50ac3dceddbd,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,delta-enc+zstd-9,29598875,12.302134287198415,91.87132918033095,5.747562688775361,4.567675165832043,0.38561298325657845,10.315237854607403,76.02572031330752,900.5422787036391,True,64f1fe824d014106,8bca50ac3dceddbd,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000099.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000099.pt,99,6,364129335,258,36398016,3879941376,99.06189262999834,combined+zstd-9,29277474,12.437184130024333,91.95959479617318,5.45653891004622,4.793670671992004,0.38426444586366415,10.250209582038224,72.44152099737039,903.7026411826674,True,64f1fe824d014106,330b183433962a23,291183864,3737533,72796032,25534920,37530,5021,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,zstd-1,118698010,3.6436746917661047,72.55517891704828,0,1.3620384093374014,0.6223761988803744,1.3620384093374014,302.8264225195938,662.7201033328744,True,a5a106b6c5b3af19,a5a106b6c5b3af19,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,zstd-3,108055001,4.002562870736543,75.01600768569608,0,2.756870359182358,0.692982504144311,2.756870359182358,149.6121199388761,595.1971606313886,True,a5a106b6c5b3af19,a5a106b6c5b3af19,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,zstd-9,102444945,4.221749887219911,76.31313965265441,0,11.678615974262357,0.7578010456636548,11.678615974262357,35.31764549351706,544.2869486577505,True,a5a106b6c5b3af19,a5a106b6c5b3af19,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,brotli-6,99384859,4.351738678826319,77.02067900203731,0,17.251649048179388,1.735350172035396,17.251649048179388,23.908509713015025,237.68183821375177,True,a5a106b6c5b3af19,a5a106b6c5b3af19,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,gzip-6,118436563,3.6517180509535727,72.61562951885428,0,31.060457514598966,1.677502954378724,31.060457514598966,13.279302748198711,245.87808787894593,True,a5a106b6c5b3af19,a5a106b6c5b3af19,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,downcast+zstd-3,107778158,4.012844003142083,75.08001808151542,0.670252026990056,1.9791301554068923,0.4439786486327648,2.6493821823969483,208.40530255531618,929.0113840025875,True,a5a106b6c5b3af19,ba0e85658d8a7cbd,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,downcast+zstd-9,98498411,4.390902661363746,77.22563952967667,0.36157062742859125,7.824985528364778,0.5451837610453367,8.186556155793369,52.710796376401376,756.5544836534917,True,a5a106b6c5b3af19,ba0e85658d8a7cbd,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,separate+zstd-3,107788932,4.012442900909344,75.07752696559572,0.3863846929743886,2.6581052923575044,0.6974814096465707,3.044489985331893,155.1711363804203,591.3580105926072,True,a5a106b6c5b3af19,b2161f4554638e6e,345875368,76315476,86468912,31468224,38177,5232,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,separate+zstd-9,102187099,4.2324025168774,76.3727576474039,0.22885929234325886,11.915647203102708,0.7465727683156729,12.144506495445967,34.61509155176421,552.4728952603889,True,a5a106b6c5b3af19,b2161f4554638e6e,345875368,71931201,86468912,30250796,38177,5102,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,delta-enc+zstd-3,36548341,11.833558601196152,91.54945664528236,6.892849734053016,1.0653612837195396,0.4708208255469799,7.958211017772555,387.1561930558247,876.0470999870134,True,a5a106b6c5b3af19,3f228e50a5403745,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,delta-enc+zstd-9,34463861,12.54928851413369,92.03142075446154,6.686541852541268,5.161031332798302,0.43266375083476305,11.84757318533957,79.9183713946351,953.3066221474255,True,a5a106b6c5b3af19,3f228e50a5403745,0,0,0,0,0,0,
gemma3-4b,gemma3-4b-iter1,delta_000116.pt,/root/grail/research/sparsity_analysis/experiments/gemma3-4b-iter1/checkpoints/deltas_math_instance0_seed42/delta_000116.pt,116,7,432496935,262,43234456,3879944704,98.8856940163238,combined+zstd-9,34140218,12.668253465751157,92.10625203621386,7.106949424371123,5.6409199591726065,0.47849082481116056,12.74786938354373,73.11949501485604,862.0044469958307,True,a5a106b6c5b3af19,f47ac2c743429253,345875368,3884320,86468912,30250796,38177,5102,
